User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Age_Group,Addiction_Score,Health_Risk,Screen_Social_Ratio,Usage_Intensity,Entertainment_Score,Cluster,Recommendation
4110,27,0,5,0,1,6.7,1.7,208.9,107,3.3,8332,5.5,3.2,294,3,Adult,4.795,2,1.558139534883721,0.22077922077922077,8.7,2,Reduce binge watching.
4111,25,2,5,4,1,4.9,8.0,299.0,113,4.1,7327,5.2,3.2,1244,0,Young Adult,4.32,2,0.9607843137254903,1.3559322033898304,8.4,1,Reduce binge watching.
4112,40,1,4,9,0,8.5,2.6,82.9,103,4.2,9146,0.9,4.3,1062,2,Middle Age,5.234999999999999,2,1.6346153846153846,0.2736842105263158,5.2,4,Reduce screen time and take breaks.
4113,39,2,3,8,0,9.3,47.3,227.8,46,0.7,6686,7.3,2.2,902,3,Middle Age,5.074999999999999,2,5.470588235294119,4.592233009708737,9.5,0,Reduce screen time and take breaks.
4114,15,1,9,1,1,7.1,38.8,62.5,171,5.6,4120,1.6,2.4,548,2,Teen,4.725,2,1.0757575757575757,4.790123456790123,4.0,2,Use social media timer apps.
4115,17,0,0,8,0,11.1,36.4,119.0,166,5.4,8631,3.2,0.5,1922,3,Teen,5.84,2,1.7343749999999998,3.008264462809917,3.7,4,Reduce screen time and take breaks.
4116,31,0,9,4,0,3.7,2.5,21.0,68,2.4,6330,7.3,2.9,1909,1,Adult,3.715,1,1.0882352941176472,0.5319148936170213,10.2,1,Reduce binge watching.
4117,30,0,5,4,1,6.0,12.6,110.9,165,0.8,4545,4.7,1.8,1522,4,Adult,3.455,1,3.333333333333333,1.8,6.5,2,Healthy mobile usage pattern.
4118,49,0,8,8,1,11.1,13.8,100.3,156,1.2,7616,5.2,4.6,327,3,Middle Age,6.115,2,5.045454545454545,1.1404958677685952,9.8,0,Reduce screen time and take breaks.
4119,20,2,9,0,0,10.7,20.6,154.8,84,0.5,9935,6.5,0.4,535,1,Young Adult,4.944999999999999,2,7.133333333333333,1.7606837606837609,6.9,0,Reduce screen time and take breaks.
4120,60,2,1,2,1,7.9,32.8,27.9,89,5.1,2815,3.9,3.6,1206,4,Senior,5.5249999999999995,2,1.2950819672131149,3.685393258426966,7.5,2,Use social media timer apps.
4121,60,2,2,1,0,8.9,27.4,259.7,154,1.9,2644,7.9,1.5,410,3,Senior,5.15,2,3.0689655172413794,2.7676767676767673,9.4,0,Reduce screen time and take breaks.
4122,22,1,1,7,1,5.2,25.3,26.1,168,5.1,4758,7.2,3.3,1174,4,Young Adult,5.0,2,0.8524590163934427,4.080645161290323,10.5,1,Use social media timer apps.
4123,51,0,8,3,0,10.4,48.0,155.7,187,4.1,9353,1.3,1.3,1369,3,Senior,5.1850000000000005,2,2.03921568627451,4.2105263157894735,2.6,4,Reduce screen time and take breaks.
4124,39,0,8,0,1,11.8,13.9,214.2,116,3.0,4534,1.4,0.9,746,4,Middle Age,5.3149999999999995,2,2.95,1.0859375,2.3,4,Reduce screen time and take breaks.
4125,53,0,5,1,0,6.8,24.1,213.5,184,6.0,4713,1.2,4.2,536,4,Senior,5.109999999999999,2,0.9714285714285714,3.08974358974359,5.4,2,Use social media timer apps.
4126,52,1,9,9,0,11.5,42.2,261.9,77,0.7,9352,4.6,2.6,1813,2,Senior,5.539999999999999,2,6.764705882352941,3.3760000000000003,7.199999999999999,4,Reduce screen time and take breaks.
4127,38,0,8,1,0,5.4,46.5,51.1,174,4.0,6673,4.7,2.0,630,3,Middle Age,4.095,2,1.08,7.265625,6.7,2,Healthy mobile usage pattern.
4128,23,2,4,8,1,2.6,8.0,169.1,16,4.9,1346,2.7,0.4,1537,2,Young Adult,2.6400000000000006,1,0.4406779661016949,2.2222222222222223,3.1,3,Healthy mobile usage pattern.
4129,44,2,6,8,1,6.5,36.9,47.8,81,5.8,3249,0.6,3.1,1401,4,Middle Age,4.59,2,0.9558823529411765,4.92,3.7,2,Use social media timer apps.
4130,24,0,8,6,0,10.4,48.4,80.4,30,4.5,2805,2.5,4.1,1006,1,Young Adult,6.164999999999999,2,1.8909090909090909,4.245614035087719,6.6,4,Reduce screen time and take breaks.
4131,47,2,9,6,1,7.7,10.6,16.3,159,2.1,6610,1.0,0.9,1256,2,Middle Age,3.5949999999999998,1,2.4838709677419355,1.2183908045977012,1.9,2,Healthy mobile usage pattern.
4132,40,0,8,4,1,7.8,9.3,24.7,146,2.3,2393,4.1,3.2,1488,3,Middle Age,4.720000000000001,2,2.3636363636363638,1.0568181818181819,7.3,2,Healthy mobile usage pattern.
4133,56,1,4,8,0,7.0,9.0,275.0,64,0.6,2235,3.0,2.5,1546,2,Senior,3.675,1,4.375,1.125,5.5,2,Healthy mobile usage pattern.
4134,34,2,6,5,0,9.3,28.0,106.8,27,5.6,3043,3.8,3.0,1051,1,Adult,5.975,2,1.4090909090909092,2.7184466019417473,6.8,4,Reduce screen time and take breaks.
4135,27,0,8,3,1,4.4,30.7,254.2,191,5.1,8746,4.5,3.8,853,0,Adult,4.44,2,0.7213114754098362,5.685185185185185,8.3,1,Use social media timer apps.
4136,51,0,8,1,0,2.8,40.9,50.2,119,2.7,9940,4.6,0.2,1857,4,Senior,2.3949999999999996,1,0.7567567567567567,10.763157894736842,4.8,1,Healthy mobile usage pattern.
4137,20,1,4,1,0,4.8,45.2,74.5,44,1.1,4681,5.0,4.4,957,2,Young Adult,3.805,1,2.2857142857142856,7.793103448275863,9.4,1,Healthy mobile usage pattern.
4138,52,2,2,2,1,6.3,43.5,216.8,103,3.7,4056,7.8,4.3,1623,1,Senior,5.374999999999999,2,1.3404255319148934,5.958904109589041,12.1,1,Reduce binge watching.
4139,24,2,2,0,0,2.0,10.5,103.6,158,4.5,713,3.2,2.9,1117,3,Young Adult,3.03,1,0.36363636363636365,3.5,6.1,3,Healthy mobile usage pattern.
4140,39,0,8,1,0,5.6,27.9,114.4,73,4.0,5691,1.1,3.9,785,3,Middle Age,4.1,2,1.1199999999999999,4.2272727272727275,5.0,2,Healthy mobile usage pattern.
4141,21,1,3,3,0,9.7,1.7,33.4,176,5.4,8894,3.9,2.1,231,1,Young Adult,5.8549999999999995,2,1.5156249999999998,0.15887850467289721,6.0,4,Reduce screen time and take breaks.
4142,22,1,8,8,0,7.4,39.8,65.8,168,5.1,5142,5.8,3.5,350,1,Young Adult,5.61,2,1.213114754098361,4.738095238095237,9.3,0,Use social media timer apps.
4143,52,1,4,9,0,6.9,40.7,20.8,49,4.8,8440,2.9,1.5,434,3,Senior,4.425,2,1.1896551724137931,5.151898734177215,4.4,2,Healthy mobile usage pattern.
4144,56,0,2,8,1,9.0,15.9,165.2,145,5.7,5651,7.5,2.4,241,0,Senior,6.3,2,1.3432835820895521,1.59,9.9,0,Reduce screen time and take breaks.
4145,45,1,2,1,1,3.3,2.6,192.9,43,2.6,4952,6.0,3.2,853,4,Middle Age,3.505,1,0.9166666666666666,0.6046511627906977,9.2,1,Reduce binge watching.
4146,59,0,8,3,1,5.9,21.0,47.3,163,1.4,8003,1.8,2.1,1098,0,Senior,3.21,1,2.4583333333333335,3.043478260869565,3.9000000000000004,2,Healthy mobile usage pattern.
4147,34,1,5,4,1,6.1,15.7,299.9,123,4.5,7805,1.9,0.6,1349,2,Adult,3.695,1,1.1090909090909091,2.211267605633803,2.5,2,Healthy mobile usage pattern.
4148,29,0,0,7,1,1.2,43.1,229.8,13,2.8,6603,2.9,3.3,1231,4,Adult,2.38,1,0.3157894736842105,19.59090909090909,6.199999999999999,3,Healthy mobile usage pattern.
4149,43,1,1,6,0,8.8,43.3,121.2,111,4.8,6272,3.8,4.1,656,2,Middle Age,5.875000000000001,2,1.517241379310345,4.4183673469387745,7.8999999999999995,4,Reduce screen time and take breaks.
4150,49,1,3,8,0,10.8,31.1,163.4,189,2.8,3870,3.1,0.4,679,4,Middle Age,5.045,2,2.842105263157895,2.635593220338983,3.5,4,Reduce screen time and take breaks.
4151,17,1,6,9,0,5.7,48.7,235.2,85,0.7,5396,2.6,1.7,1214,3,Teen,2.985,1,3.3529411764705883,7.268656716417911,4.3,2,Healthy mobile usage pattern.
4152,43,1,7,9,0,9.4,15.4,262.1,46,4.3,4415,2.8,1.0,847,3,Middle Age,5.035,2,1.7735849056603774,1.4807692307692308,3.8,4,Reduce screen time and take breaks.
4153,17,0,3,3,0,3.0,2.6,268.5,83,3.2,7759,0.7,3.8,1260,4,Teen,2.905,1,0.7142857142857143,0.65,4.5,3,Healthy mobile usage pattern.
4154,19,0,6,5,0,4.3,24.4,282.9,60,4.0,9256,1.5,1.0,912,0,Young Adult,2.98,1,0.86,4.60377358490566,2.5,3,Healthy mobile usage pattern.
4155,29,0,6,4,0,2.4,48.9,257.8,106,4.4,6392,5.7,0.9,1682,4,Adult,3.02,1,0.4444444444444444,14.382352941176471,6.6000000000000005,1,Reduce binge watching.
4156,26,1,4,1,0,1.7,27.3,180.2,189,3.2,9624,5.0,4.1,1781,4,Adult,3.17,1,0.4047619047619047,10.11111111111111,9.1,1,Healthy mobile usage pattern.
4157,37,2,4,3,0,11.6,44.0,238.5,128,0.9,5246,6.7,4.3,748,1,Middle Age,6.364999999999999,2,6.105263157894737,3.492063492063492,11.0,0,Reduce screen time and take breaks.
4158,37,0,1,2,0,1.6,33.7,152.0,17,1.0,112,5.0,0.5,1080,2,Middle Age,1.685,1,0.8,12.961538461538462,5.5,1,Healthy mobile usage pattern.
4159,21,0,6,0,0,4.2,48.0,263.0,104,4.8,1337,7.7,3.2,1093,4,Young Adult,4.625,2,0.7241379310344828,9.23076923076923,10.9,1,Reduce binge watching.
4160,18,0,0,2,1,5.4,4.9,56.5,153,5.9,4111,1.6,0.7,1987,4,Teen,3.7800000000000002,1,0.782608695652174,0.765625,2.3,2,Use social media timer apps.
4161,27,1,9,2,1,10.8,12.7,102.9,93,4.2,7234,0.9,4.4,1530,2,Adult,6.0649999999999995,2,2.076923076923077,1.0762711864406778,5.300000000000001,4,Reduce screen time and take breaks.
4162,22,0,9,4,1,7.3,23.7,211.3,77,3.7,1921,2.8,0.8,1721,4,Young Adult,4.1,2,1.553191489361702,2.8554216867469875,3.5999999999999996,2,Healthy mobile usage pattern.
4163,15,1,8,4,1,4.0,29.6,268.4,27,4.2,5648,4.0,0.7,606,4,Teen,3.225,1,0.7692307692307692,5.92,4.7,3,Healthy mobile usage pattern.
4164,47,1,9,2,1,1.5,37.2,26.7,162,3.9,2300,2.2,1.4,165,3,Middle Age,2.1799999999999997,1,0.3061224489795918,14.88,3.6,3,Healthy mobile usage pattern.
4165,17,1,0,0,0,3.1,1.7,282.7,40,4.2,2858,7.0,4.8,1081,3,Teen,4.385,2,0.5961538461538461,0.41463414634146345,11.8,1,Reduce binge watching.
4166,24,0,0,5,0,1.0,42.4,11.1,66,2.5,1220,2.4,4.6,701,4,Young Adult,2.485,1,0.2857142857142857,21.2,7.0,3,Healthy mobile usage pattern.
4167,30,1,2,9,0,9.8,7.1,124.6,69,1.8,2292,2.3,2.8,995,2,Adult,4.925,2,3.5000000000000004,0.6574074074074073,5.1,4,Reduce screen time and take breaks.
4168,31,1,5,4,0,11.2,29.2,18.8,116,4.9,8590,5.5,3.9,1942,2,Adult,6.944999999999999,2,1.8983050847457625,2.3934426229508197,9.4,0,Reduce screen time and take breaks.
4169,38,1,6,5,1,3.7,14.1,195.1,198,2.0,5798,3.0,2.2,680,2,Middle Age,2.795,1,1.2333333333333334,3.0,5.2,3,Healthy mobile usage pattern.
4170,46,1,0,9,1,6.8,47.8,153.1,82,2.8,135,3.0,0.4,1415,2,Middle Age,3.63,1,1.7894736842105263,6.128205128205128,3.4,2,Healthy mobile usage pattern.
4171,60,0,3,8,0,2.8,4.6,44.6,23,1.3,2798,5.0,2.0,447,4,Senior,2.5549999999999997,1,1.2173913043478262,1.2105263157894737,7.0,1,Healthy mobile usage pattern.
4172,38,2,3,9,1,3.8,46.6,218.1,40,2.4,2959,2.1,3.3,493,1,Middle Age,3.07,1,1.1176470588235294,9.708333333333334,5.4,3,Healthy mobile usage pattern.
4173,21,2,8,5,0,7.7,35.6,10.7,158,5.9,3299,8.0,2.3,213,1,Young Adult,5.944999999999999,2,1.1159420289855073,4.0919540229885065,10.3,0,Use social media timer apps.
4174,59,2,8,8,1,9.3,21.7,86.2,18,3.3,2571,3.7,2.0,798,2,Senior,5.135,2,2.162790697674419,2.1067961165048543,5.7,4,Reduce screen time and take breaks.
4175,32,0,7,3,0,1.1,48.7,272.4,47,2.2,3738,5.5,3.0,1088,0,Adult,2.51,1,0.34375,23.19047619047619,8.5,1,Reduce binge watching.
4176,46,2,7,9,1,11.2,11.2,46.3,19,4.6,4793,2.6,3.4,1016,3,Middle Age,6.31,2,2.0,0.9180327868852459,6.0,4,Reduce screen time and take breaks.
4177,59,0,9,1,0,3.9,34.4,192.5,93,2.7,3888,4.5,0.6,1959,3,Senior,2.8649999999999998,1,1.054054054054054,7.020408163265305,5.1,1,Healthy mobile usage pattern.
4178,49,2,1,6,1,12.0,16.2,60.8,192,3.7,1988,6.9,1.9,628,0,Middle Age,6.634999999999999,2,2.553191489361702,1.2461538461538462,8.8,0,Reduce screen time and take breaks.
4179,54,0,0,5,1,5.5,39.4,207.3,122,0.5,1097,7.1,4.6,698,0,Senior,4.265,2,3.6666666666666665,6.061538461538461,11.7,1,Reduce binge watching.
4180,32,2,8,4,0,1.9,43.1,293.0,17,0.8,7711,6.2,3.4,921,1,Adult,2.6449999999999996,1,1.0555555555555556,14.862068965517242,9.6,1,Reduce binge watching.
4181,51,2,0,4,0,2.1,6.5,191.6,158,1.6,6622,2.4,3.1,1042,3,Senior,2.27,1,0.8076923076923077,2.096774193548387,5.5,3,Healthy mobile usage pattern.
4182,15,1,3,6,1,9.9,19.9,173.2,65,5.3,9692,1.1,3.3,1068,2,Teen,5.78,2,1.5714285714285716,1.8256880733944951,4.4,4,Reduce screen time and take breaks.
4183,23,0,5,4,0,11.7,29.6,273.9,119,3.1,2324,5.2,2.0,584,1,Young Adult,6.15,2,2.8536585365853657,2.330708661417323,7.2,0,Reduce screen time and take breaks.
4184,53,0,6,2,0,5.1,45.7,249.8,79,4.6,6762,4.3,0.4,160,4,Senior,3.6799999999999997,1,0.9107142857142857,7.491803278688526,4.7,2,Healthy mobile usage pattern.
4185,26,1,8,1,1,8.3,30.9,21.5,54,1.3,701,7.3,1.4,1056,0,Adult,4.675000000000001,2,3.6086956521739135,3.32258064516129,8.7,0,Reduce screen time and take breaks.
4186,24,1,4,4,1,7.1,40.1,50.7,184,5.8,6184,1.0,2.8,1501,0,Young Adult,4.785,2,1.0441176470588236,4.950617283950618,3.8,2,Use social media timer apps.
4187,58,1,5,0,1,4.3,19.9,46.8,74,1.4,475,7.0,2.6,1323,1,Senior,3.5549999999999997,1,1.7916666666666667,3.7547169811320753,9.6,1,Reduce binge watching.
4188,41,0,5,9,1,9.8,42.9,295.4,134,5.3,9325,6.4,5.0,1216,1,Middle Age,6.965,2,1.5555555555555558,3.972222222222222,11.4,0,Reduce screen time and take breaks.
4189,30,2,7,5,1,3.5,26.0,282.3,197,1.8,3204,6.3,3.1,724,4,Adult,3.395,1,1.25,5.777777777777778,9.4,1,Reduce binge watching.
4190,23,0,4,9,0,9.7,26.2,292.2,26,1.8,2853,0.6,4.6,1330,0,Young Adult,5.085,2,3.4642857142857144,2.4485981308411215,5.199999999999999,4,Reduce screen time and take breaks.
4191,19,1,4,3,1,7.9,31.5,37.8,132,1.8,4390,2.5,2.8,1009,4,Young Adult,4.29,2,2.8214285714285716,3.539325842696629,5.3,2,Healthy mobile usage pattern.
4192,20,2,1,3,0,9.7,20.6,23.8,159,2.7,811,4.6,2.5,261,4,Young Adult,5.385,2,2.6216216216216215,1.9252336448598133,7.1,0,Reduce screen time and take breaks.
4193,20,2,6,0,0,8.3,16.5,155.6,180,2.5,3324,4.1,1.7,1305,3,Young Adult,4.57,2,2.3714285714285714,1.7741935483870965,5.8,2,Reduce screen time and take breaks.
4194,26,2,3,6,1,8.3,37.0,230.7,41,1.3,2571,0.6,1.5,720,0,Adult,3.6950000000000003,1,3.6086956521739135,3.9784946236559136,2.1,4,Reduce screen time and take breaks.
4195,48,0,1,7,1,7.5,23.8,227.3,167,4.4,8373,7.6,0.8,1164,2,Middle Age,5.065,2,1.3888888888888888,2.8000000000000003,8.4,0,Reduce binge watching.
4196,15,1,3,6,1,8.2,8.4,78.0,195,0.5,9175,5.7,3.4,1288,1,Teen,4.699999999999999,2,5.466666666666666,0.9130434782608696,9.1,0,Reduce screen time and take breaks.
4197,26,1,3,7,0,8.5,46.9,47.9,56,4.9,3878,2.9,2.7,488,1,Adult,5.31,2,1.4406779661016949,4.936842105263158,5.6,4,Reduce screen time and take breaks.
4198,54,2,2,5,1,8.7,17.2,110.7,108,5.1,8240,2.9,2.0,1207,2,Senior,5.254999999999999,2,1.4262295081967213,1.77319587628866,4.9,4,Reduce screen time and take breaks.
4199,58,0,1,9,0,1.0,4.8,78.4,49,2.6,8891,5.6,1.2,1545,4,Senior,2.1399999999999997,1,0.2777777777777778,2.4,6.8,1,Reduce binge watching.
4200,37,1,3,7,0,5.9,24.1,200.6,11,0.6,3021,3.2,2.5,697,1,Middle Age,3.32,1,3.6875,3.4927536231884058,5.7,2,Healthy mobile usage pattern.
4201,28,0,0,4,0,11.1,29.7,16.0,18,5.1,5749,6.1,0.6,1818,0,Adult,6.2250000000000005,2,1.819672131147541,2.4545454545454546,6.699999999999999,0,Reduce screen time and take breaks.
4202,46,1,9,1,0,11.3,46.3,127.3,10,3.0,4611,7.7,0.5,1178,4,Middle Age,5.985,2,2.825,3.7642276422764223,8.2,0,Reduce screen time and take breaks.
4203,23,1,1,3,0,9.1,11.8,111.3,45,5.6,9202,5.4,1.9,1939,1,Young Adult,5.869999999999999,2,1.378787878787879,1.1683168316831685,7.300000000000001,0,Reduce screen time and take breaks.
4204,48,0,8,8,1,2.9,46.4,61.2,92,5.6,9916,7.7,0.1,723,4,Middle Age,3.5949999999999998,1,0.4393939393939394,11.897435897435898,7.8,1,Use social media timer apps.
4205,26,0,9,3,0,3.9,1.8,268.1,37,4.3,2298,7.3,2.3,1287,3,Adult,4.109999999999999,2,0.7358490566037736,0.36734693877551017,9.6,1,Reduce binge watching.
4206,29,1,3,5,0,1.3,10.2,25.8,36,4.4,1922,3.7,1.0,256,3,Adult,2.3600000000000003,1,0.24074074074074073,4.434782608695652,4.7,3,Healthy mobile usage pattern.
4207,42,1,9,9,0,9.4,49.3,121.4,38,5.3,7972,6.6,0.6,900,0,Middle Age,5.755,2,1.492063492063492,4.740384615384615,7.199999999999999,0,Reduce screen time and take breaks.
4208,42,2,6,4,0,10.9,26.2,252.1,71,2.0,6921,6.8,1.1,1766,0,Middle Age,5.609999999999999,2,3.6333333333333333,2.2016806722689073,7.9,0,Reduce screen time and take breaks.
4209,18,2,7,2,0,4.5,4.2,234.8,159,5.8,9199,4.1,1.1,1550,0,Teen,3.9149999999999996,1,0.6617647058823529,0.7636363636363637,5.199999999999999,3,Use social media timer apps.
4210,32,0,7,5,0,5.1,27.2,169.8,147,3.2,5085,7.8,4.5,1673,4,Adult,4.88,2,1.2142857142857142,4.4590163934426235,12.3,1,Reduce binge watching.
4211,45,1,3,1,0,11.0,36.6,255.3,25,5.8,4348,1.1,0.7,417,3,Middle Age,5.64,2,1.6176470588235294,3.0500000000000003,1.8,4,Reduce screen time and take breaks.
4212,18,2,9,8,0,4.0,43.4,274.3,33,2.7,7203,1.9,1.1,715,0,Teen,2.635,1,1.081081081081081,8.68,3.0,3,Healthy mobile usage pattern.
4213,55,2,8,4,1,2.5,2.0,102.5,105,3.4,2293,5.0,5.0,1495,1,Senior,3.725,1,0.5681818181818181,0.5714285714285714,10.0,1,Healthy mobile usage pattern.
4214,60,0,5,5,0,10.0,28.0,297.5,62,1.8,5726,1.9,1.4,652,2,Senior,4.585,2,3.5714285714285716,2.5454545454545454,3.3,4,Reduce screen time and take breaks.
4215,58,1,9,8,1,4.6,15.5,166.3,41,4.9,2422,2.8,2.5,1786,1,Senior,3.88,1,0.7796610169491525,2.7678571428571432,5.3,3,Healthy mobile usage pattern.
4216,47,2,4,7,0,3.5,47.2,224.9,193,5.7,5748,7.5,3.2,1503,0,Middle Age,4.575,2,0.5223880597014925,10.488888888888889,10.7,1,Use social media timer apps.
4217,58,0,7,3,1,8.5,42.0,59.0,17,2.3,7466,2.4,4.2,1235,4,Senior,4.96,2,2.5757575757575757,4.421052631578948,6.6,4,Reduce screen time and take breaks.
4218,26,2,0,1,1,5.0,44.3,247.8,152,5.7,8906,6.9,3.6,1396,3,Adult,5.11,2,0.7462686567164178,7.383333333333333,10.5,1,Use social media timer apps.
4219,20,1,3,1,0,10.3,21.2,125.6,148,4.9,5490,7.0,4.3,746,3,Young Adult,6.954999999999999,2,1.7457627118644068,1.8761061946902653,11.3,0,Reduce screen time and take breaks.
4220,35,1,8,5,0,6.5,7.2,146.9,59,4.2,2103,1.5,1.2,1715,0,Adult,3.85,1,1.25,0.9600000000000001,2.7,2,Healthy mobile usage pattern.
4221,15,1,3,2,1,7.7,38.9,214.1,136,3.3,5055,6.3,2.1,1053,2,Teen,4.99,2,1.7906976744186047,4.471264367816092,8.4,0,Reduce binge watching.
4222,25,1,9,8,1,8.1,43.2,7.2,42,3.3,5807,1.2,2.1,334,2,Young Adult,4.364999999999999,2,1.8837209302325582,4.747252747252748,3.3,2,Reduce screen time and take breaks.
4223,19,0,5,8,1,5.7,25.9,278.1,35,5.8,1403,0.6,4.3,446,0,Young Adult,4.609999999999999,2,0.8382352941176471,3.8656716417910446,4.8999999999999995,2,Use social media timer apps.
4224,38,0,6,5,1,10.5,21.1,236.5,64,1.7,2640,6.9,0.1,1788,2,Middle Age,5.16,2,3.888888888888889,1.8347826086956522,7.0,0,Reduce screen time and take breaks.
4225,17,1,6,8,0,10.0,3.2,139.9,180,0.9,6337,4.3,4.5,814,1,Teen,5.494999999999999,2,5.2631578947368425,0.29090909090909095,8.8,4,Reduce screen time and take breaks.
4226,19,0,8,3,1,4.5,17.3,228.8,87,5.9,4358,5.6,3.2,1299,3,Young Adult,4.69,2,0.6521739130434783,3.1454545454545455,8.8,1,Use social media timer apps.
4227,30,0,9,1,0,4.0,33.0,144.0,48,2.0,3524,3.7,4.7,1704,1,Adult,3.6300000000000003,1,1.3333333333333333,6.6,8.4,3,Healthy mobile usage pattern.
4228,24,0,4,3,1,5.6,20.0,126.3,166,4.9,3824,8.0,4.5,252,0,Young Adult,5.510000000000001,2,0.9491525423728813,3.0303030303030303,12.5,1,Reduce binge watching.
4229,60,1,4,1,0,6.8,45.5,194.0,22,4.3,3558,1.0,0.0,227,4,Senior,3.605,1,1.2830188679245282,5.833333333333333,1.0,2,Healthy mobile usage pattern.
4230,40,2,4,8,1,9.1,8.1,218.1,17,3.9,3368,3.3,3.3,1190,0,Middle Age,5.4799999999999995,2,1.857142857142857,0.801980198019802,6.6,4,Reduce screen time and take breaks.
4231,52,0,6,8,0,3.5,44.3,215.7,68,5.1,7070,2.1,0.4,562,1,Senior,2.9149999999999996,1,0.5737704918032788,9.844444444444443,2.5,3,Use social media timer apps.
4232,34,0,0,7,0,3.6,48.5,113.9,19,4.2,4795,6.0,2.8,1575,1,Adult,3.9099999999999997,1,0.6923076923076923,10.543478260869566,8.8,1,Reduce binge watching.
4233,51,2,3,6,1,4.3,47.7,261.9,174,1.9,1124,2.7,3.8,911,3,Senior,3.335,1,1.4827586206896552,9.0,6.5,3,Healthy mobile usage pattern.
4234,15,0,0,3,0,1.2,28.5,79.0,62,5.1,1950,5.5,4.0,108,0,Teen,3.5199999999999996,1,0.19672131147540983,12.954545454545453,9.5,1,Use social media timer apps.
4235,58,1,6,8,0,7.6,22.5,58.2,83,0.8,9247,2.9,3.4,501,3,Senior,4.145,2,4.222222222222222,2.616279069767442,6.3,2,Healthy mobile usage pattern.
4236,24,0,1,0,0,5.5,39.7,203.5,34,5.0,7766,0.7,2.6,162,0,Young Adult,3.9299999999999997,1,0.9166666666666666,6.107692307692308,3.3,2,Healthy mobile usage pattern.
4237,38,2,5,4,0,1.4,37.3,56.6,154,4.7,2510,2.9,4.0,690,0,Middle Age,3.1,1,0.24561403508771928,15.541666666666666,6.9,3,Healthy mobile usage pattern.
4238,49,0,6,7,0,2.4,3.2,267.2,180,2.1,4100,2.4,0.1,161,2,Middle Age,1.75,1,0.7741935483870968,0.9411764705882354,2.5,3,Healthy mobile usage pattern.
4239,40,0,7,4,0,8.9,1.1,89.3,65,5.2,546,2.8,0.4,1600,3,Middle Age,4.935,2,1.435483870967742,0.11111111111111112,3.1999999999999997,4,Reduce screen time and take breaks.
4240,15,0,7,7,1,7.0,31.1,187.3,189,4.6,3739,4.2,3.1,1918,0,Teen,5.005,2,1.25,3.8875,7.300000000000001,2,Healthy mobile usage pattern.
4241,44,0,9,5,0,10.5,37.9,75.9,13,1.9,1985,4.6,0.1,1503,0,Middle Age,4.865,2,3.6206896551724137,3.2956521739130435,4.699999999999999,0,Reduce screen time and take breaks.
4242,26,0,3,0,0,3.9,29.9,9.4,89,0.9,6524,3.7,1.8,898,4,Adult,2.595,1,2.0526315789473686,6.10204081632653,5.5,3,Healthy mobile usage pattern.
4243,29,2,2,5,0,1.5,5.1,138.5,120,1.5,3396,3.3,4.5,1988,1,Adult,2.52,1,0.6,2.04,7.8,3,Healthy mobile usage pattern.
4244,56,1,4,1,0,10.0,39.5,105.5,59,5.0,6566,3.9,0.9,1999,2,Senior,5.56,2,1.6666666666666667,3.590909090909091,4.8,4,Reduce screen time and take breaks.
4245,35,0,3,1,0,9.6,42.4,15.7,10,3.5,2771,7.6,1.0,623,2,Adult,5.624999999999999,2,2.1333333333333333,4.0,8.6,0,Reduce screen time and take breaks.
4246,49,1,6,7,1,6.3,37.4,289.2,166,5.8,9374,3.0,1.8,1252,1,Middle Age,4.555,2,0.9264705882352942,5.123287671232877,4.8,2,Use social media timer apps.
4247,17,1,9,9,1,6.9,19.9,78.6,162,0.7,5253,1.6,3.1,216,0,Teen,3.6049999999999995,1,4.058823529411765,2.5189873417721516,4.7,2,Healthy mobile usage pattern.
4248,41,2,0,0,1,4.4,16.6,110.9,117,5.2,1256,4.2,4.8,1690,2,Middle Age,4.67,2,0.7096774193548387,3.074074074074074,9.0,1,Use social media timer apps.
4249,20,0,9,1,1,11.9,43.0,79.8,118,3.6,3036,3.0,3.5,1161,1,Young Adult,6.390000000000001,2,2.586956521739131,3.333333333333333,6.5,4,Reduce screen time and take breaks.
4250,26,2,5,5,1,5.7,25.8,238.0,175,4.6,5960,4.7,2.3,1287,3,Adult,4.425,2,1.017857142857143,3.8507462686567164,7.0,2,Healthy mobile usage pattern.
4251,47,2,3,3,0,11.3,23.2,34.0,161,2.6,9143,2.7,1.9,542,2,Middle Age,5.485,2,3.138888888888889,1.8861788617886177,4.6,4,Reduce screen time and take breaks.
4252,54,0,9,5,0,11.4,44.9,96.3,164,1.0,9959,2.4,2.0,1734,1,Senior,5.1000000000000005,2,5.7,3.6209677419354835,4.4,4,Reduce screen time and take breaks.
4253,36,1,2,2,0,5.0,31.4,147.3,135,4.0,7735,4.2,2.6,1455,1,Middle Age,4.03,2,1.0,5.233333333333333,6.800000000000001,2,Healthy mobile usage pattern.
4254,25,1,2,2,1,9.1,38.7,280.3,200,5.0,9609,5.5,3.2,1837,4,Young Adult,6.06,2,1.5166666666666666,3.831683168316832,8.7,0,Reduce screen time and take breaks.
